   Elapsed time	 RESP, 	PLETH, 	    V, 	  AVR, 	   II, 
         90.248	  0.283	  0.577	  0.539	  0.445	  0.525
         90.256	  0.282	  0.576	  0.110	  0.004	  1.357
         90.264	  0.281	  0.574	 -0.502	 -0.408	  1.504
         90.272	  0.280	  0.572	 -0.502	 -0.127	  1.504
         90.280	  0.279	  0.569	  0.008	  0.416	  0.735
         90.288	  0.278	  0.566	  0.345	  0.535	  0.429
         90.296	  0.278	  0.563	  0.435	  0.520	  0.410
         90.304	  0.277	  0.557	  0.484	  0.520	  0.390
         90.312	  0.277	  0.551	  0.516	  0.535	  0.365
         90.320	  0.276	  0.542	  0.535	  0.545	  0.349
         90.328	  0.275	  0.531	  0.539	  0.545	  0.345
         90.336	  0.274	  0.519	  0.545	  0.545	  0.345
         90.344	  0.272	  0.509	  0.529	  0.539	  0.355
         90.352	  0.272	  0.501	  0.520	  0.525	  0.365
         90.360	  0.271	  0.496	  0.520	  0.520	  0.380
         90.368	  0.271	  0.493	  0.525	  0.520	  0.384
         90.376	  0.272	  0.492	  0.535	  0.510	  0.394
         90.384	  0.272	  0.491	  0.535	  0.500	  0.400
         90.392	  0.273	  0.490	  0.520	  0.490	  0.425
         90.400	  0.274	  0.490	  0.516	  0.475	  0.439
         90.408	  0.275	  0.489	  0.516	  0.475	  0.455
         90.416	  0.278	  0.487	  0.520	  0.455	  0.480
         90.424	  0.281	  0.484	  0.520	  0.439	  0.510
         90.432	  0.283	  0.479	  0.510	  0.416	  0.539
         90.440	  0.287	  0.476	  0.510	  0.394	  0.575
         90.448	  0.292	  0.475	  0.506	  0.365	  0.620
         90.456	  0.296	  0.473	  0.506	  0.329	  0.676
         90.464	  0.301	  0.470	  0.506	  0.304	  0.722
         90.472	  0.307	  0.468	  0.510	  0.278	  0.755
         90.480	  0.312	  0.466	  0.506	  0.265	  0.780
         90.488	  0.317	  0.463	  0.510	  0.255	  0.790
         90.496	  0.322	  0.460	  0.516	  0.265	  0.780
         90.504	  0.326	  0.458	  0.510	  0.275	  0.755
         90.512	  0.331	  0.457	  0.516	  0.300	  0.725
         90.520	  0.336	  0.455	  0.510	  0.335	  0.665
         90.528	  0.341	  0.454	  0.500	  0.375	  0.610
         90.536	  0.346	  0.451	  0.500	  0.420	  0.551
         90.544	  0.350	  0.449	  0.500	  0.455	  0.490
         90.552	  0.355	  0.447	  0.506	  0.484	  0.439
         90.560	  0.358	  0.444	  0.516	  0.510	  0.410
         90.568	  0.362	  0.442	  0.516	  0.525	  0.380
         90.576	  0.365	  0.440	  0.520	  0.539	  0.359
         90.584	  0.368	  0.437	  0.525	  0.545	  0.355
         90.592	  0.370	  0.436	  0.535	  0.551	  0.349
         90.600	  0.371	  0.435	  0.535	  0.545	  0.349
         90.608	  0.372	  0.434	  0.539	  0.545	  0.349
         90.616	  0.373	  0.428	  0.535	  0.551	  0.349
         90.624	  0.373	  0.421	  0.539	  0.545	  0.355
         90.632	  0.373	  0.417	  0.525	  0.545	  0.355
         90.640	  0.372	  0.414	  0.525	  0.545	  0.359
         90.648	  0.370	  0.412	  0.525	  0.545	  0.365
         90.656	  0.369	  0.410	  0.529	  0.535	  0.371
         90.664	  0.367	  0.408	  0.520	  0.529	  0.380
         90.672	  0.363	  0.406	  0.529	  0.535	  0.380
         90.680	  0.359	  0.403	  0.525	  0.539	  0.380
         90.688	  0.353	  0.400	  0.525	  0.539	  0.375
         90.696	  0.348	  0.397	  0.520	  0.535	  0.380
         90.704	  0.341	  0.395	  0.525	  0.539	  0.375
         90.712	  0.335	  0.392	  0.520	  0.545	  0.371
         90.720	  0.329	  0.390	  0.525	  0.545	  0.359
         90.728	  0.323	  0.389	  0.520	  0.551	  0.355
         90.736	  0.315	  0.389	  0.516	  0.551	  0.355
         90.744	  0.306	  0.390	  0.520	  0.545	  0.355
         90.752	  0.296	  0.392	  0.545	  0.535	  0.375
         90.760	  0.286	  0.397	  0.561	  0.520	  0.394
         90.768	  0.277	  0.406	  0.580	  0.520	  0.394
         90.776	  0.266	  0.418	  0.590	  0.520	  0.380
         90.784	  0.256	  0.436	  0.571	  0.525	  0.375
         90.792	  0.246	  0.456	  0.551	  0.545	  0.345
         90.800	  0.237	  0.477	  0.520	  0.555	  0.335
         90.808	  0.228	  0.500	  0.500	  0.551	  0.345
         90.816	  0.221	  0.519	  0.475	  0.545	  0.355
         90.824	  0.213	  0.538	  0.475	  0.545	  0.359
         90.832	  0.206	  0.553	  0.475	  0.545	  0.355
         90.840	  0.199	  0.565	  0.490	  0.551	  0.355
         90.848	  0.195	  0.573	  0.500	  0.565	  0.335
         90.856	  0.189	  0.578	  0.506	  0.571	  0.335
         90.864	  0.184	  0.582	  0.506	  0.561	  0.339
         90.872	  0.179	  0.584	  0.510	  0.565	  0.345
         90.880	  0.175	  0.585	  0.506	  0.555	  0.349
         90.888	  0.171	  0.586	  0.620	  0.590	  0.274
         90.896	  0.167	  0.585	  0.629	  0.480	  0.471
         90.904	  0.163	  0.583	  0.224	  0.084	  1.222
         90.912	  0.159	  0.579	 -0.463	 -0.392	  1.504
         90.920	  0.154	  0.574	 -0.502	 -0.182	  1.504
         90.928	  0.150	  0.568	 -0.027	  0.384	  0.780
         90.936	  0.146	  0.560	  0.339	  0.545	  0.425
         90.944	  0.141	  0.553	  0.445	  0.520	  0.404
         90.952	  0.136	  0.545	  0.494	  0.525	  0.394
         90.960	  0.132	  0.537	  0.525	  0.529	  0.371
         90.968	  0.128	  0.525	  0.545	  0.535	  0.355
         90.976	  0.124	  0.514	  0.561	  0.545	  0.345
         90.984	  0.120	  0.503	  0.555	  0.545	  0.349
         90.992	  0.116	  0.495	  0.545	  0.520	  0.371
         91.000	  0.112	  0.489	  0.535	  0.516	  0.380
         91.008	  0.109	  0.486	  0.520	  0.506	  0.390
         91.016	  0.105	  0.484	  0.520	  0.494	  0.420
         91.024	  0.101	  0.483	  0.520	  0.490	  0.435
         91.032	  0.098	  0.483	  0.520	  0.484	  0.449
         91.040	  0.095	  0.482	  0.516	  0.475	  0.461
         91.048	  0.091	  0.480	  0.500	  0.461	  0.475
         91.056	  0.089	  0.478	  0.500	  0.449	  0.506
         91.064	  0.087	  0.477	  0.500	  0.439	  0.520
         91.072	  0.085	  0.474	  0.500	  0.425	  0.545
         91.080	  0.084	  0.473	  0.490	  0.404	  0.571
         91.088	  0.083	  0.471	  0.490	  0.380	  0.610
         91.096	  0.083	  0.469	  0.484	  0.355	  0.651
         91.104	  0.084	  0.467	  0.494	  0.324	  0.700
         91.112	  0.085	  0.465	  0.490	  0.300	  0.741
         91.120	  0.087	  0.463	  0.484	  0.269	  0.776
         91.128	  0.089	  0.460	  0.494	  0.259	  0.796
         91.136	  0.092	  0.457	  0.500	  0.255	  0.806
         91.144	  0.095	  0.456	  0.500	  0.259	  0.800
         91.152	  0.099	  0.454	  0.500	  0.269	  0.780
         91.160	  0.102	  0.451	  0.500	  0.290	  0.745
         91.168	  0.107	  0.449	  0.494	  0.329	  0.690
         91.176	  0.110	  0.446	  0.500	  0.371	  0.625
         91.184	  0.114	  0.443	  0.484	  0.420	  0.561
         91.192	  0.119	  0.441	  0.490	  0.461	  0.506
         91.200	  0.123	  0.438	  0.490	  0.494	  0.445
         91.208	  0.127	  0.436	  0.500	  0.516	  0.404
         91.216	  0.131	  0.433	  0.506	  0.535	  0.371
         91.224	  0.136	  0.432	  0.520	  0.545	  0.359
         91.232	  0.140	  0.431	  0.520	  0.555	  0.349
         91.240	  0.144	  0.431	  0.525	  0.555	  0.345
         91.248	  0.147	  0.431	  0.525	  0.555	  0.355
         91.256	  0.150	  0.431	  0.525	  0.545	  0.355
         91.264	  0.152	  0.431	  0.525	  0.545	  0.365
         91.272	  0.153	  0.431	  0.525	  0.545	  0.371
         91.280	  0.154	  0.431	  0.520	  0.545	  0.371
         91.288	  0.155	  0.431	  0.520	  0.539	  0.375
         91.296	  0.156	  0.431	  0.520	  0.539	  0.380
         91.304	  0.156	  0.430	  0.520	  0.539	  0.380
         91.312	  0.156	  0.428	  0.520	  0.545	  0.380
         91.320	  0.155	  0.426	  0.516	  0.539	  0.380
         91.328	  0.153	  0.425	  0.516	  0.545	  0.380
         91.336	  0.152	  0.425	  0.516	  0.545	  0.375
         91.344	  0.150	  0.425	  0.510	  0.545	  0.380
         91.352	  0.148	  0.425	  0.516	  0.551	  0.371
         91.360	  0.146	  0.425	  0.516	  0.555	  0.359
         91.368	  0.143	  0.425	  0.516	  0.555	  0.355
         91.376	  0.142	  0.425	  0.500	  0.555	  0.349
         91.384	  0.140	  0.425	  0.500	  0.565	  0.349
         91.392	  0.140	  0.425	  0.506	  0.561	  0.349
         91.400	  0.140	  0.425	  0.525	  0.551	  0.359
         91.408	  0.142	  0.425	  0.545	  0.545	  0.375
         91.416	  0.144	  0.425	  0.565	  0.545	  0.380
         91.424	  0.148	  0.425	  0.580	  0.545	  0.365
         91.432	  0.152	  0.425	  0.561	  0.545	  0.355
         91.440	  0.156	  0.425	  0.535	  0.545	  0.339
         91.448	  0.161	  0.425	  0.500	  0.571	  0.314
         91.456	  0.166	  0.429	  0.490	  0.561	  0.335
         91.464	  0.172	  0.436	  0.465	  0.561	  0.345
         91.472	  0.180	  0.448	  0.465	  0.555	  0.355
         91.480	  0.189	  0.462	  0.465	  0.565	  0.339
         91.488	  0.199	  0.479	  0.480	  0.561	  0.339
         91.496	  0.209	  0.498	  0.484	  0.575	  0.324
         91.504	  0.220	  0.518	  0.490	  0.580	  0.320
         91.512	  0.231	  0.538	  0.484	  0.584	  0.314
         91.520	  0.241	  0.554	  0.480	  0.571	  0.335
         91.528	  0.252	  0.568	  0.475	  0.571	  0.339
         91.536	  0.264	  0.576	  0.575	  0.590	  0.278
         91.544	  0.276	  0.581	  0.590	  0.490	  0.461
         91.552	  0.289	  0.581	  0.259	  0.110	  1.173
         91.560	  0.302	  0.580	 -0.398	 -0.382	  1.504
         91.568	  0.316	  0.576	 -0.502	 -0.398	  1.504
         91.576	  0.329	  0.570	  0.004	  0.375	  0.831
         91.584	  0.343	  0.563	  0.371	  0.590	  0.355
         91.592	  0.356	  0.555	  0.449	  0.575	  0.335
         91.600	  0.368	  0.546	  0.471	  0.561	  0.355
         91.608	  0.379	  0.536	  0.490	  0.571	  0.329
         91.616	  0.390	  0.525	  0.500	  0.575	  0.314
         91.624	  0.400	  0.514	  0.516	  0.580	  0.310
         91.632	  0.411	  0.504	  0.510	  0.575	  0.310
         91.640	  0.420	  0.496	  0.516	  0.565	  0.324
         91.648	  0.431	  0.489	  0.484	  0.555	  0.335
         91.656	  0.442	  0.484	  0.490	  0.561	  0.335
         91.664	  0.451	  0.482	  0.484	  0.545	  0.355
         91.672	  0.460	  0.481	  0.490	  0.539	  0.365
         91.680	  0.468	  0.481	  0.490	  0.525	  0.380
         91.688	  0.477	  0.482	  0.480	  0.520	  0.384
         91.696	  0.487	  0.482	  0.475	  0.516	  0.404
         91.704	  0.497	  0.483	  0.471	  0.506	  0.416
         91.712	  0.507	  0.484	  0.465	  0.500	  0.425
         91.720	  0.518	  0.483	  0.471	  0.484	  0.455
         91.728	  0.529	  0.483	  0.461	  0.449	  0.506
         91.736	  0.541	  0.483	  0.455	  0.420	  0.551
         91.744	  0.552	  0.483	  0.449	  0.400	  0.590
         91.752	  0.564	  0.483	  0.429	  0.359	  0.651
         91.760	  0.575	  0.483	  0.425	  0.324	  0.706
         91.768	  0.586	  0.483	  0.420	  0.294	  0.751
         91.776	  0.596	  0.483	  0.420	  0.269	  0.780
         91.784	  0.606	  0.483	  0.416	  0.265	  0.796
         91.792	  0.617	  0.483	  0.425	  0.269	  0.786
         91.800	  0.628	  0.483	  0.420	  0.275	  0.776
         91.808	  0.638	  0.483	  0.435	  0.304	  0.735
         91.816	  0.650	  0.483	  0.445	  0.339	  0.676
         91.824	  0.661	  0.484	  0.455	  0.390	  0.606
         91.832	  0.671	  0.485	  0.461	  0.435	  0.529
         91.840	  0.680	  0.484	  0.475	  0.490	  0.449
         91.848	  0.690	  0.483	  0.480	  0.516	  0.400
         91.856	  0.702	  0.483	  0.494	  0.545	  0.355
         91.864	  0.713	  0.483	  0.500	  0.565	  0.329
         91.872	  0.724	  0.483	  0.516	  0.575	  0.310
         91.880	  0.737	  0.483	  0.520	  0.584	  0.290
         91.888	  0.750	  0.483	  0.516	  0.590	  0.294
         91.896	  0.762	  0.483	  0.506	  0.584	  0.294
         91.904	  0.774	  0.483	  0.510	  0.584	  0.294
         91.912	  0.787	  0.483	  0.500	  0.590	  0.304
         91.920	  0.798	  0.483	  0.506	  0.580	  0.310
         91.928	  0.808	  0.483	  0.500	  0.575	  0.314
         91.936	  0.817	  0.483	  0.510	  0.580	  0.310
         91.944	  0.827	  0.483	  0.516	  0.571	  0.324
         91.952	  0.835	  0.483	  0.510	  0.575	  0.329
         91.960	  0.843	  0.483	  0.520	  0.565	  0.335
         91.968	  0.849	  0.483	  0.510	  0.565	  0.335
         91.976	  0.856	  0.483	  0.510	  0.571	  0.335
         91.984	  0.861	  0.483	  0.510	  0.571	  0.335
         91.992	  0.866	  0.483	  0.506	  0.565	  0.345
         92.000	  0.869	  0.483	  0.484	  0.571	  0.335
         92.008	  0.873	  0.483	  0.465	  0.561	  0.339
         92.016	  0.875	  0.483	  0.475	  0.571	  0.329
         92.024	  0.878	  0.483	  0.494	  0.571	  0.335
         92.032	  0.879	  0.483	  0.510	  0.571	  0.329
         92.040	  0.881	  0.483	  0.516	  0.571	  0.329
         92.048	  0.882	  0.483	  0.525	  0.571	  0.335
         92.056	  0.884	  0.483	  0.555	  0.561	  0.349
         92.064	  0.885	  0.483	  0.575	  0.561	  0.355
         92.072	  0.887	  0.483	  0.590	  0.551	  0.355
         92.080	  0.888	  0.483	  0.590	  0.551	  0.349
         92.088	  0.889	  0.483	  0.565	  0.555	  0.339
         92.096	  0.891	  0.483	  0.525	  0.575	  0.310
         92.104	  0.891	  0.483	  0.510	  0.580	  0.310
         92.112	  0.894	  0.483	  0.494	  0.575	  0.314
         92.120	  0.897	  0.483	  0.490	  0.580	  0.320
         92.128	  0.901	  0.483	  0.494	  0.580	  0.310
         92.136	  0.906	  0.483	  0.510	  0.590	  0.304
         92.144	  0.910	  0.483	  0.525	  0.590	  0.300
         92.152	  0.914	  0.483	  0.545	  0.600	  0.290
         92.160	  0.918	  0.483	  0.545	  0.606	  0.284
         92.168	  0.922	  0.483	  0.539	  0.596	  0.284
         92.176	  0.927	  0.483	  0.545	  0.596	  0.294
         92.184	  0.933	  0.483	  0.584	  0.590	  0.304
         92.192	  0.938	  0.483	  0.661	  0.616	  0.249
         92.200	  0.944	  0.483	  0.525	  0.365	  0.696
         92.208	  0.950	  0.483	 -0.022	 -0.186	  1.504
         92.216	  0.957	  0.483	 -0.502	 -0.408	  1.504
         92.224	  0.964	  0.483	 -0.257	  0.075	  1.427
         92.232	  0.971	  0.483	  0.294	  0.529	  0.510
         92.240	  0.977	  0.483	  0.506	  0.584	  0.345
         92.248	  0.982	  0.483	  0.535	  0.551	  0.365
         92.256	  0.988	  0.483	  0.561	  0.545	  0.371
         92.264	  0.993	  0.483	  0.571	  0.545	  0.359
         92.272	  0.997	  0.483	  0.575	  0.545	  0.349
         92.280	  1.000	  0.483	  0.590	  0.555	  0.335
         92.288	  1.000	  0.483	  0.590	  0.561	  0.335
         92.296	  1.000	  0.483	  0.565	  0.539	  0.349
         92.304	  1.000	  0.483	  0.545	  0.520	  0.375
         92.312	  1.000	  0.483	  0.545	  0.520	  0.390
         92.320	  1.000	  0.483	  0.555	  0.516	  0.404
         92.328	  1.000	  0.482	  0.561	  0.510	  0.404
         92.336	  1.000	  0.481	  0.545	  0.500	  0.420
         92.344	  1.000	  0.480	  0.529	  0.484	  0.439
         92.352	  1.000	  0.480	  0.520	  0.475	  0.461
         92.360	  1.000	  0.479	  0.525	  0.465	  0.475
         92.368	  1.000	  0.477	  0.520	  0.455	  0.494
         92.376	  1.000	  0.475	  0.520	  0.445	  0.516
         92.384	  1.000	  0.475	  0.510	  0.416	  0.555
         92.392	  1.000	  0.474	  0.494	  0.384	  0.600
         92.400	  1.000	  0.474	  0.484	  0.355	  0.651
         92.408	  0.999	  0.474	  0.475	  0.320	  0.716
         92.416	  0.993	  0.474	  0.475	  0.284	  0.761
         92.424	  0.986	  0.474	  0.471	  0.259	  0.796
         92.432	  0.978	  0.474	  0.461	  0.239	  0.826
         92.440	  0.970	  0.474	  0.465	  0.239	  0.845
         92.448	  0.960	  0.474	  0.465	  0.245	  0.826
         92.456	  0.950	  0.474	  0.475	  0.259	  0.796
         92.464	  0.939	  0.474	  0.480	  0.300	  0.741
         92.472	  0.930	  0.472	  0.490	  0.339	  0.665
         92.480	  0.918	  0.470	  0.490	  0.394	  0.596
         92.488	  0.907	  0.469	  0.494	  0.435	  0.525
         92.496	  0.894	  0.468	  0.500	  0.475	  0.465
         92.504	  0.882	  0.468	  0.506	  0.506	  0.420
         92.512	  0.867	  0.468	  0.510	  0.529	  0.375
         92.520	  0.851	  0.468	  0.520	  0.545	  0.355
         92.528	  0.835	  0.468	  0.520	  0.551	  0.339
         92.536	  0.818	  0.468	  0.529	  0.561	  0.329
         92.544	  0.800	  0.467	  0.525	  0.565	  0.324
         92.552	  0.782	  0.464	  0.520	  0.561	  0.329
         92.560	  0.764	  0.461	  0.520	  0.561	  0.329
         92.568	  0.748	  0.457	  0.520	  0.555	  0.335
         92.576	  0.731	  0.454	  0.525	  0.555	  0.335
         92.584	  0.715	  0.453	  0.520	  0.551	  0.339
         92.592	  0.697	  0.452	  0.529	  0.545	  0.349
         92.600	  0.678	  0.451	  0.529	  0.545	  0.355
         92.608	  0.660	  0.450	  0.535	  0.545	  0.359
         92.616	  0.641	  0.447	  0.525	  0.539	  0.359
         92.624	  0.624	  0.446	  0.525	  0.539	  0.365
         92.632	  0.606	  0.446	  0.520	  0.539	  0.371
         92.640	  0.589	  0.446	  0.520	  0.539	  0.380
         92.648	  0.573	  0.444	  0.516	  0.535	  0.380
         92.656	  0.555	  0.442	  0.520	  0.539	  0.371
         92.664	  0.538	  0.442	  0.516	  0.545	  0.371
         92.672	  0.520	  0.443	  0.520	  0.545	  0.359
         92.680	  0.501	  0.441	  0.520	  0.545	  0.359
         92.688	  0.484	  0.439	  0.525	  0.545	  0.355
         92.696	  0.465	  0.437	  0.520	  0.545	  0.355
         92.704	  0.448	  0.436	  0.529	  0.539	  0.359
         92.712	  0.431	  0.435	  0.555	  0.529	  0.384
         92.720	  0.415	  0.435	  0.575	  0.520	  0.400
         92.728	  0.401	  0.435	  0.584	  0.520	  0.404
         92.736	  0.388	  0.435	  0.590	  0.520	  0.384
         92.744	  0.375	  0.435	  0.565	  0.525	  0.375
         92.752	  0.365	  0.435	  0.545	  0.545	  0.339
         92.760	  0.354	  0.435	  0.510	  0.551	  0.335
         92.768	  0.344	  0.435	  0.484	  0.545	  0.345
         92.776	  0.335	  0.434	  0.475	  0.545	  0.359
         92.784	  0.327	  0.432	  0.471	  0.535	  0.371
         92.792	  0.321	  0.430	  0.475	  0.539	  0.365
         92.800	  0.315	  0.429	  0.484	  0.545	  0.355
         92.808	  0.310	  0.428	  0.500	  0.565	  0.335
         92.816	  0.306	  0.428	  0.500	  0.565	  0.335
         92.824	  0.302	  0.427	  0.500	  0.565	  0.335
         92.832	  0.299	  0.425	  0.494	  0.565	  0.339
         92.840	  0.297	  0.423	  0.529	  0.555	  0.349
         92.848	  0.296	  0.422	  0.620	  0.584	  0.278
         92.856	  0.295	  0.420	  0.516	  0.410	  0.596
         92.864	  0.294	  0.418	 -0.016	 -0.076	  1.504
         92.872	  0.294	  0.416	 -0.502	 -0.418	  1.504
         92.880	  0.294	  0.415	 -0.502	 -0.037	  1.504
         92.888	  0.293	  0.413	  0.094	  0.455	  0.641
         92.896	  0.293	  0.411	  0.359	  0.535	  0.425
         92.904	  0.293	  0.410	  0.435	  0.520	  0.416
         92.912	  0.293	  0.410	  0.480	  0.525	  0.380
         92.920	  0.292	  0.410	  0.516	  0.539	  0.359
         92.928	  0.292	  0.410	  0.529	  0.551	  0.335
         92.936	  0.292	  0.410	  0.545	  0.555	  0.335
         92.944	  0.292	  0.410	  0.529	  0.545	  0.335
         92.952	  0.291	  0.412	  0.525	  0.545	  0.345
         92.960	  0.291	  0.412	  0.520	  0.535	  0.355
